EmployeeID,Age,Attrition,BusinessTravel,Department,JobRole,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
1729,27,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,4,Female,3,4,Married,10301,2,No,19,3,1,5,3,4,5,0,2
1730,44,Yes,Travel_Rarely,Research & Development,Healthcare Representative,2,1,Human Resources,4,Male,2,3,Married,5857,4,Yes,11,3,1,5,1,3,2,0,2
1731,45,No,Travel_Rarely,Research & Development,Manager,1,3,Human Resources,1,Male,3,4,Married,8902,0,Yes,11,4,1,9,2,3,5,5,0
1732,36,No,Travel_Frequently,Research & Development,Manufacturing Director,6,1,Marketing,2,Female,3,1,Single,7624,3,No,11,3,1,7,3,3,5,5,1
1733,29,No,Travel_Rarely,Sales,Sales Representative,3,3,Marketing,2,Female,2,4,Married,5433,3,No,17,3,0,3,5,2,1,1,1
1734,46,No,Travel_Rarely,Research & Development,Manager,6,3,Medical,4,Female,2,1,Divorced,5499,5,No,17,3,0,5,1,1,5,1,0
1735,37,Yes,Travel_Frequently,Research & Development,Manager,4,4,Life Sciences,4,Male,2,2,Divorced,2790,3,Yes,20,3,2,12,4,3,11,2,0
1736,37,Yes,Travel_Rarely,Sales,Sales Executive,1,2,Life Sciences,3,Male,1,1,Single,4522,5,No,14,3,1,10,3,3,10,3,2
1737,56,No,Travel_Rarely,Human Resources,Human Resources,4,4,Medical,4,Male,2,2,Single,5616,0,No,16,3,0,2,2,2,2,0,1
1738,46,No,Non-Travel,Research & Development,Healthcare Representative,10,1,Human Resources,3,Female,2,2,Married,6277,7,No,17,3,1,10,5,4,9,8,5
1739,27,No,Travel_Rarely,Research & Development,Manufacturing Director,1,3,Marketing,2,Male,1,3,Single,8569,2,No,13,3,1,4,2,4,3,1,3
1740,25,Yes,Travel_Rarely,Research & Development,Research Scientist,3,3,Medical,1,Female,1,2,Married,4043,3,No,18,3,1,7,2,2,7,0,1
1741,22,No,Travel_Rarely,Research & Development,Manager,2,4,Human Resources,1,Female,3,4,Married,10387,1,No,17,3,0,4,5,3,4,1,0
1742,58,No,Non-Travel,Sales,Sales Executive,5,4,Technical Degree,1,Female,1,4,Married,2097,1,No,11,4,0,1,3,2,0,0,0
1743,37,Yes,Travel_Frequently,Sales,Sales Executive,10,3,Technical Degree,2,Female,3,2,Single,8329,4,No,14,3,1,4,5,3,2,0,1
1744,43,No,Travel_Rarely,Research & Development,Laboratory Technician,27,4,Marketing,1,Male,4,3,Divorced,12650,2,No,12,3,1,4,2,3,2,2,2
1745,40,Yes,Travel_Rarely,Research & Development,Healthcare Representative,4,4,Human Resources,1,Male,1,1,Single,4504,5,Yes,16,3,0,14,0,2,0,0,0
1746,31,No,Travel_Frequently,Sales,Manager,3,4,Other,2,Female,2,4,Single,5045,8,No,11,3,3,9,2,2,6,1,0
1747,36,No,Travel_Frequently,Human Resources,Manager,1,3,Human Resources,2,Male,1,3,Divorced,5098,1,Yes,15,3,0,18,1,3,9,3,3
1748,58,No,Travel_Rarely,Sales,Sales Representative,1,1,Technical Degree,4,Male,1,3,Married,2651,3,No,11,3,1,10,0,3,5,1,1
1749,50,No,Travel_Rarely,Research & Development,Healthcare Representative,20,4,Life Sciences,1,Male,2,4,Married,5342,3,Yes,18,4,0,8,2,3,8,0,0
1750,33,No,Travel_Rarely,Research & Development,Healthcare Representative,2,4,Medical,2,Male,1,3,Married,5852,5,Yes,20,4,0,11,6,3,1,0,0
1751,20,No,Travel_Rarely,Sales,Sales Executive,7,2,Life Sciences,2,Female,1,2,Single,4271,1,No,15,3,0,2,0,3,2,2,2
1752,42,No,Non-Travel,Sales,Sales Executive,9,3,Other,2,Male,4,2,Married,11238,0,No,12,3,1,10,3,3,10,1,4
1753,25,No,Travel_Rarely,Research & Development,Healthcare Representative,1,3,Marketing,4,Male,1,4,Married,5276,2,Yes,15,3,3,1,2,2,1,1,0
1754,39,No,Travel_Rarely,Research & Development,Healthcare Representative,1,1,Technical Degree,4,Male,2,3,Single,8948,3,No,11,3,0,2,0,1,0,0,0
1755,44,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Other,4,Male,4,3,Divorced,10578,4,No,13,3,1,9,4,2,7,0,4
1756,18,No,Travel_Rarely,Sales,Manager,1,5,Marketing,1,Male,2,2,Divorced,9555,2,No,13,4,0,0,1,3,0,0,0
1757,27,Yes,Travel_Rarely,Research & Development,Manager,5,4,Other,4,Male,1,4,Single,4443,3,Yes,16,3,0,0,0,3,0,0,0
1758,32,No,Travel_Rarely,Research & Development,Laboratory Technician,2,3,Life Sciences,1,Male,5,4,Married,13018,4,No,18,3,1,0,1,3,0,0,0
1759,46,No,Travel_Rarely,Sales,Sales Representative,12,2,Human Resources,2,Male,1,1,Married,5301,3,No,13,3,0,5,2,4,1,1,1
1760,38,Yes,Travel_Rarely,Research & Development,Laboratory Technician,2,3,Life Sciences,2,Male,1,4,Single,5275,5,Yes,14,3,1,5,3,2,4,3,0
1761,21,No,Travel_Rarely,Research & Development,Healthcare Representative,29,3,Other,2,Male,5,3,Single,14815,2,No,16,3,2,3,2,3,3,3,0
1762,43,No,Travel_Frequently,Sales,Sales Executive,1,1,Medical,3,Male,3,3,Married,10229,1,Yes,15,3,0,4,3,2,3,3,0
1763,24,No,Travel_Rarely,Research & Development,Research Scientist,29,1,Life Sciences,3,Male,2,4,Single,8705,1,Yes,20,4,1,2,4,4,2,2,1
1764,38,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Human Resources,4,Male,4,1,Married,11779,4,No,18,4,2,6,3,3,0,0,0
1765,31,Yes,Travel_Rarely,Research & Development,Manufacturing Director,4,1,Technical Degree,1,Female,1,3,Divorced,3312,2,Yes,15,4,0,2,2,4,0,0,0
1766,41,No,Non-Travel,Sales,Sales Representative,29,4,Other,3,Male,4,3,Married,12089,4,Yes,11,4,2,9,3,4,4,0,0
1767,26,Yes,Travel_Rarely,Research & Development,Laboratory Technician,12,3,Medical,1,Female,4,2,Divorced,11108,2,Yes,13,3,0,8,1,2,8,1,0
1768,48,No,Travel_Rarely,Research & Development,Healthcare Representative,6,2,Medical,3,Male,2,4,Married,7450,3,No,15,3,2,11,4,2,6,0,1
1769,28,No,Travel_Frequently,Research & Development,Healthcare Representative,8,1,Marketing,4,Female,2,2,Divorced,7854,5,Yes,11,4,2,2,2,2,0,0,0
1770,39,No,Travel_Rarely,Research & Development,Research Scientist,3,4,Life Sciences,3,Male,3,3,Divorced,7289,4,No,19,3,0,4,3,3,4,2,0
1771,40,No,Travel_Rarely,Research & Development,Manufacturing Director,1,2,Technical Degree,3,Female,4,4,Single,10634,1,No,14,3,0,5,3,4,4,2,0
1772,38,No,Travel_Rarely,Research & Development,Manager,9,4,Human Resources,4,Female,2,2,Divorced,5722,1,No,16,3,2,6,1,2,6,0,3
1773,50,No,Travel_Frequently,Research & Development,Research Scientist,15,3,Technical Degree,2,Male,1,1,Married,4364,3,No,13,4,0,0,3,3,0,0,0
1774,28,No,Travel_Rarely,Sales,Sales Executive,5,4,Human Resources,1,Male,2,3,Divorced,7934,5,No,12,4,0,10,0,2,1,1,1
1775,27,No,Travel_Rarely,Research & Development,Manager,1,4,Human Resources,4,Male,1,4,Married,9228,4,No,14,3,0,7,3,3,5,1,1
1776,41,No,Travel_Frequently,Research & Development,Laboratory Technician,4,4,Marketing,4,Female,2,2,Married,6923,1,No,13,4,2,23,3,3,23,3,6
1777,29,Yes,Travel_Rarely,Sales,Manager,21,2,Life Sciences,4,Male,2,1,Single,7536,2,No,14,3,0,3,2,3,1,1,1
1778,36,No,Travel_Frequently,Sales,Sales Representative,3,4,Technical Degree,2,Female,3,2,Married,7600,6,Yes,17,3,0,0,2,3,0,0,0
1779,31,No,Travel_Rarely,Sales,Sales Executive,3,4,Other,1,Male,2,4,Married,6970,6,No,17,3,0,9,3,3,0,0,0
1780,48,No,Non-Travel,Human Resources,Human Resources,23,3,Life Sciences,3,Male,3,1,Single,8666,4,No,15,4,0,4,0,3,3,1,3
1781,39,No,Travel_Rarely,Sales,Sales Executive,2,2,Life Sciences,1,Male,1,3,Married,1873,5,No,14,3,0,20,3,3,13,1,1
1782,44,No,Travel_Rarely,Sales,Sales Executive,3,3,Life Sciences,3,Male,1,2,Married,4083,0,Yes,11,4,1,4,2,3,4,1,2
1783,42,No,Travel_Rarely,Research & Development,Healthcare Representative,5,3,Human Resources,3,Female,2,4,Divorced,4536,3,No,14,4,0,9,6,2,8,7,3
1784,43,No,Travel_Rarely,Research & Development,Manufacturing Director,2,3,Medical,4,Female,2,3,Married,9508,7,No,14,3,1,3,2,3,2,0,2
1785,37,No,Travel_Rarely,Research & Development,Manufacturing Director,29,2,Medical,3,Female,5,3,Married,11836,1,Yes,20,3,1,5,3,4,3,3,0
1786,26,Yes,Travel_Rarely,Research & Development,Manufacturing Director,7,4,Life Sciences,4,Male,2,2,Single,2908,5,Yes,12,3,2,3,3,3,3,3,3
1787,39,No,Travel_Rarely,Research & Development,Laboratory Technician,2,2,Technical Degree,4,Male,2,3,Married,8443,3,No,11,3,1,4,4,3,3,0,3
1788,35,No,Travel_Rarely,Research & Development,Research Scientist,8,3,Technical Degree,3,Male,4,2,Married,9282,3,No,14,3,0,11,3,4,3,2,0
1789,27,Yes,Travel_Rarely,Research & Development,Laboratory Technician,22,2,Marketing,1,Female,5,2,Divorced,12301,6,No,11,3,0,0,2,3,0,0,0
1790,40,No,Travel_Frequently,Sales,Manager,1,4,Other,3,Male,1,2,Married,5811,3,No,19,3,1,1,0,2,1,1,0
1791,30,Yes,Travel_Rarely,Sales,Sales Representative,5,4,Technical Degree,1,Female,3,3,Married,7878,4,No,17,3,0,2,2,3,2,1,2
1792,29,No,Travel_Rarely,Research & Development,Manufacturing Director,4,4,Technical Degree,3,Male,3,3,Married,7944,5,Yes,16,3,2,8,2,1,0,0,0
1793,29,No,Travel_Rarely,Research & Development,Research Scientist,3,4,Technical Degree,4,Male,1,3,Divorced,4997,4,No,19,3,2,4,4,4,3,0,3
1794,18,No,Non-Travel,Research & Development,Manager,11,3,Life Sciences,1,Male,2,2,Married,7771,5,No,12,3,2,0,2,3,0,0,0
1795,48,No,Travel_Frequently,Sales,Sales Representative,1,5,Other,3,Female,1,4,Married,4210,1,No,13,3,0,2,3,2,1,0,1
1796,45,Yes,Travel_Rarely,Research & Development,Research Scientist,22,4,Life Sciences,4,Male,1,1,Married,4246,3,Yes,16,3,2,8,1,4,7,0,1
1797,36,No,Travel_Frequently,Research & Development,Laboratory Technician,15,2,Life Sciences,4,Male,2,2,Married,8402,2,Yes,19,3,0,10,2,4,10,4,0
1798,36,No,Travel_Frequently,Sales,Sales Representative,1,3,Human Resources,2,Male,1,3,Divorced,5992,1,Yes,22,3,1,18,3,2,18,2,1
1799,37,No,Travel_Rarely,Sales,Sales Executive,15,4,Life Sciences,3,Male,2,3,Married,7193,4,No,16,3,1,16,2,2,5,2,4
1800,28,No,Travel_Rarely,Sales,Manager,4,3,Marketing,1,Male,1,4,Single,2638,0,No,15,3,2,10,3,2,10,4,6
1801,36,No,Travel_Rarely,Research & Development,Research Scientist,7,3,Technical Degree,1,Female,3,3,Married,11253,3,Yes,12,4,1,5,3,3,5,3,0
1802,20,Yes,Travel_Rarely,Research & Development,Manager,13,2,Marketing,3,Male,5,2,Single,13362,3,Yes,19,4,0,2,2,3,2,2,2
1803,42,No,Travel_Rarely,Research & Development,Manufacturing Director,12,5,Human Resources,4,Male,4,4,Married,11527,7,No,11,3,1,5,2,1,4,2,4
1804,40,No,Travel_Rarely,Research & Development,Manager,12,3,Technical Degree,1,Male,1,1,Married,4752,3,Yes,16,3,1,7,2,3,6,1,3
1805,46,No,Travel_Rarely,Sales,Sales Representative,5,3,Medical,1,Male,1,3,Single,5953,2,No,18,3,0,4,2,4,4,0,2
1806,43,No,Travel_Rarely,Sales,Sales Representative,8,3,Technical Degree,1,Female,4,3,Single,11530,1,No,12,3,1,3,2,2,3,0,1
1807,27,No,Travel_Rarely,Sales,Sales Executive,4,3,Medical,3,Male,5,3,Divorced,15346,2,No,17,4,0,8,4,4,3,1,0
1808,47,No,Travel_Frequently,Research & Development,Manufacturing Director,12,3,Medical,1,Female,3,3,Married,10697,4,No,11,3,1,11,3,3,7,0,6
1809,35,No,Travel_Frequently,Research & Development,Laboratory Technician,11,2,Life Sciences,4,Male,2,4,Married,8126,1,No,19,3,2,14,2,3,12,0,2
1810,21,No,Travel_Rarely,Research & Development,Laboratory Technician,3,3,Human Resources,4,Female,3,1,Married,12424,6,No,18,3,0,3,2,3,0,0,0
1811,31,No,Travel_Rarely,Human Resources,Human Resources,6,3,Other,3,Female,3,4,Single,12937,4,Yes,11,3,1,13,2,3,13,0,0
1812,47,No,Travel_Rarely,Sales,Sales Representative,5,3,Technical Degree,2,Male,3,4,Single,8417,2,No,16,3,1,4,3,2,2,2,1
1813,25,Yes,Travel_Frequently,Sales,Manager,5,3,Human Resources,1,Female,4,3,Divorced,10965,2,No,12,3,1,0,3,3,0,0,0
1814,34,No,Travel_Rarely,Sales,Sales Executive,1,1,Marketing,3,Male,4,4,Single,12502,2,No,13,3,1,1,2,3,1,1,1
1815,26,No,Travel_Frequently,Sales,Sales Executive,12,4,Life Sciences,1,Male,2,4,Married,4989,2,No,11,3,1,1,3,3,0,0,0
1816,36,No,Travel_Frequently,Research & Development,Laboratory Technician,9,3,Human Resources,1,Female,2,4,Single,4653,5,No,15,3,1,2,4,2,1,1,1
1817,35,No,Travel_Rarely,Research & Development,Manufacturing Director,1,3,Technical Degree,3,Male,1,3,Single,3959,3,No,13,4,0,2,5,3,1,1,0
1818,44,No,Travel_Rarely,Human Resources,Manager,3,2,Human Resources,2,Male,1,2,Single,5022,0,No,14,3,2,7,4,1,5,0,0
1819,45,No,Non-Travel,Research & Development,Manager,15,4,Human Resources,1,Male,1,1,Single,2862,3,No,11,3,0,7,2,3,7,2,2
1820,37,No,Travel_Rarely,Research & Development,Healthcare Representative,5,3,Technical Degree,3,Female,3,4,Single,8223,3,No,12,3,0,4,2,2,1,1,1
1821,34,No,Travel_Rarely,Research & Development,Manager,13,2,Medical,4,Male,1,1,Married,2740,3,No,20,3,2,9,4,4,0,0,0
1822,36,No,Travel_Rarely,Research & Development,Healthcare Representative,18,2,Technical Degree,4,Male,5,3,Married,11879,4,Yes,13,3,0,4,3,2,1,1,1
1823,45,Yes,Travel_Frequently,Sales,Sales Representative,5,3,Other,3,Female,1,3,Single,4552,5,No,24,3,0,3,1,3,1,0,1
1824,22,Yes,Travel_Rarely,Sales,Sales Representative,3,3,Technical Degree,3,Female,4,2,Divorced,10249,3,Yes,13,3,0,3,6,4,1,0,0
1825,46,Yes,Non-Travel,Research & Development,Manager,25,3,Medical,3,Male,2,4,Divorced,5741,3,Yes,14,3,1,5,1,4,2,0,1
1826,44,Yes,Non-Travel,Research & Development,Manager,1,3,Medical,1,Male,2,4,Married,5638,2,No,16,3,1,0,2,1,0,0,0
1827,36,Yes,Travel_Frequently,Sales,Sales Executive,2,2,Medical,3,Male,3,2,Single,10768,3,No,14,3,0,6,0,3,5,0,4
1828,24,No,Travel_Rarely,Research & Development,Laboratory Technician,4,2,Medical,4,Male,2,4,Single,6245,4,Yes,13,3,1,6,2,1,6,1,0
1829,30,No,Travel_Rarely,Research & Development,Manufacturing Director,1,2,Technical Degree,4,Female,2,1,Married,6931,4,Yes,14,3,2,7,2,3,4,3,0
1830,44,No,Non-Travel,Sales,Sales Representative,2,4,Technical Degree,3,Male,4,4,Single,11924,3,No,17,3,1,2,2,4,2,2,2
1831,41,No,Travel_Rarely,Sales,Sales Executive,4,3,Marketing,3,Male,5,4,Married,15375,2,No,14,3,2,14,4,4,4,1,3
1832,30,No,Travel_Rarely,Sales,Sales Executive,20,3,Life Sciences,4,Female,3,1,Divorced,6373,1,Yes,16,3,0,1,0,4,1,0,1
1833,22,No,Travel_Rarely,Research & Development,Manager,11,3,Marketing,2,Female,2,4,Single,6763,4,No,14,3,1,4,1,3,4,0,4
1834,37,No,Travel_Rarely,Research & Development,Manager,5,3,Life Sciences,3,Female,4,1,Married,10444,5,No,17,3,2,17,3,2,6,6,5
1835,42,No,Non-Travel,Research & Development,Laboratory Technician,2,1,Other,3,Male,1,2,Married,5885,2,No,13,3,2,5,4,2,4,0,3
1836,41,No,Travel_Rarely,Research & Development,Manager,3,3,Technical Degree,4,Female,2,3,Divorced,8169,4,Yes,15,3,2,3,2,1,2,2,2
1837,38,No,Travel_Rarely,Sales,Manager,2,4,Medical,3,Female,1,3,Married,5175,1,No,18,3,1,10,2,3,7,0,2
1838,60,No,Travel_Rarely,Research & Development,Healthcare Representative,23,5,Medical,4,Female,1,2,Married,5461,4,No,22,3,1,26,4,1,25,2,1
1839,30,No,Travel_Rarely,Sales,Manager,3,3,Technical Degree,2,Female,3,2,Married,10293,2,Yes,12,3,2,4,3,3,1,0,1
1840,23,Yes,Travel_Rarely,Sales,Sales Representative,4,2,Life Sciences,3,Female,2,3,Married,2984,3,Yes,19,3,0,5,2,4,5,0,2
1841,31,No,Travel_Rarely,Research & Development,Manufacturing Director,5,3,Marketing,2,Male,4,2,Married,10328,3,No,22,3,1,9,4,2,0,0,0
1842,19,No,Travel_Rarely,Human Resources,Manager,7,3,Life Sciences,3,Male,1,4,Single,5489,5,No,15,3,1,1,3,3,1,1,1
1843,44,Yes,Travel_Rarely,Research & Development,Manager,27,2,Medical,4,Male,2,2,Married,7189,2,Yes,12,3,2,11,3,2,8,1,1
1844,36,No,Travel_Frequently,Sales,Sales Executive,1,3,Human Resources,3,Female,1,1,Married,4594,4,No,17,3,1,8,3,3,4,3,0
1845,27,No,Travel_Frequently,Sales,Sales Executive,1,4,Life Sciences,3,Male,4,1,Single,11344,3,No,11,3,1,1,4,2,1,0,0
1846,30,No,Travel_Rarely,Sales,Sales Executive,25,4,Medical,2,Female,3,2,Divorced,14099,2,No,15,3,0,4,2,2,3,3,0
1847,38,No,Travel_Rarely,Research & Development,Manager,7,4,Other,3,Male,2,1,Single,6407,6,No,17,3,0,5,4,3,4,1,1
1848,48,No,Travel_Rarely,Sales,Sales Representative,14,4,Other,1,Male,2,2,Single,5377,2,Yes,19,3,1,5,3,3,3,0,0
1849,44,No,Travel_Rarely,Research & Development,Healthcare Representative,2,4,Technical Degree,3,Male,2,2,Single,6167,1,Yes,14,3,1,24,6,3,4,2,0
1850,26,No,Non-Travel,Research & Development,Manager,2,3,Marketing,4,Female,2,4,Married,8929,1,No,16,3,0,2,2,3,0,0,0
1851,44,No,Travel_Rarely,Research & Development,Healthcare Representative,11,3,Human Resources,4,Male,5,3,Married,11509,5,No,11,4,0,1,2,2,1,1,1
1852,29,No,Non-Travel,Research & Development,Research Scientist,1,3,Medical,3,Male,3,4,Married,10836,0,Yes,17,3,2,3,2,3,3,1,0
1853,39,No,Travel_Rarely,Research & Development,Research Scientist,1,4,Life Sciences,4,Male,2,2,Divorced,8327,5,Yes,17,3,1,7,2,4,5,1,2
1854,32,Yes,Travel_Rarely,Research & Development,Manager,3,3,Technical Degree,4,Male,1,3,Single,6181,2,No,19,3,0,6,2,1,1,1,1
1855,49,No,Travel_Rarely,Research & Development,Manager,22,4,Life Sciences,3,Male,1,3,Married,6573,1,No,13,3,2,4,2,3,3,0,3
1856,24,No,Travel_Rarely,Research & Development,Manufacturing Director,1,2,Medical,4,Male,1,4,Married,3638,0,Yes,14,3,2,3,1,2,3,3,3
1857,21,Yes,Travel_Rarely,Research & Development,Healthcare Representative,6,1,Life Sciences,4,Female,1,1,Married,3898,4,Yes,19,3,0,3,1,3,0,0,0
1858,32,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,1,Male,5,1,Married,12027,2,No,18,3,1,3,2,3,1,1,1
1859,42,No,Travel_Rarely,Research & Development,Manufacturing Director,5,2,Other,2,Male,1,4,Single,1327,3,Yes,15,3,1,14,2,3,1,0,1
1860,33,No,Travel_Rarely,Human Resources,Human Resources,1,3,Other,4,Male,1,4,Married,4601,4,Yes,17,4,2,2,0,3,0,0,0
1861,49,Yes,Travel_Rarely,Research & Development,Laboratory Technician,27,3,Marketing,1,Male,1,1,Single,5214,4,Yes,15,3,0,6,2,3,1,1,1
1862,34,No,Travel_Rarely,Research & Development,Research Scientist,14,2,Medical,3,Female,2,1,Married,7158,8,No,14,3,0,5,4,3,1,1,1
1863,44,No,Travel_Rarely,Sales,Manager,4,4,Other,1,Female,1,3,Divorced,3998,1,No,11,3,0,5,3,2,4,4,1
1864,30,No,Non-Travel,Sales,Manager,4,2,Life Sciences,3,Female,1,4,Single,1301,4,No,17,3,1,5,3,3,4,4,0
1865,38,No,Travel_Rarely,Sales,Sales Executive,4,3,Human Resources,3,Male,2,2,Married,5621,4,No,11,3,1,4,1,3,4,0,2
1866,38,No,Travel_Rarely,Research & Development,Healthcare Representative,5,1,Human Resources,2,Male,1,2,Divorced,5180,1,No,12,3,2,13,2,3,5,1,3
1867,26,No,Travel_Rarely,Sales,Sales Executive,9,5,Medical,4,Male,3,2,Single,10428,3,No,18,3,1,7,5,3,2,2,2
1868,58,No,Travel_Rarely,Research & Development,Laboratory Technician,8,4,Human Resources,4,Female,4,2,Married,12185,4,No,11,3,1,13,2,2,5,0,5
1869,45,Yes,Travel_Rarely,Research & Development,Research Scientist,1,4,Human Resources,1,Female,3,3,Married,11362,6,Yes,19,3,0,0,2,4,0,0,0
1870,30,No,Travel_Rarely,Sales,Sales Representative,8,3,Other,3,Female,1,1,Single,9042,1,No,11,3,0,6,2,2,6,0,1
1871,34,No,Travel_Rarely,Research & Development,Healthcare Representative,8,4,Technical Degree,3,Female,2,1,Married,4858,3,No,13,3,1,4,3,3,4,0,3
1872,36,No,Travel_Rarely,Research & Development,Laboratory Technician,29,4,Human Resources,4,Female,2,1,Married,8975,2,No,15,4,1,10,3,3,7,1,5
1873,39,Yes,Travel_Frequently,Research & Development,Healthcare Representative,3,4,Marketing,2,Female,5,3,Single,15377,6,Yes,11,3,0,9,5,3,2,2,2
1874,44,No,Travel_Frequently,Research & Development,Laboratory Technician,8,3,Human Resources,3,Female,5,4,Single,13356,2,No,16,3,1,4,2,3,3,2,3
1875,30,No,Travel_Frequently,Research & Development,Manager,20,3,Marketing,1,Female,2,4,Single,4170,3,No,17,3,1,4,2,1,2,2,2
1876,29,No,Travel_Frequently,Research & Development,Manager,3,3,Human Resources,2,Male,1,3,Divorced,4385,2,No,11,3,1,5,2,1,0,0,0
1877,38,No,Travel_Frequently,Research & Development,Healthcare Representative,29,2,Other,2,Male,1,2,Married,6726,1,No,16,3,0,6,3,2,6,4,2
1878,43,Yes,Travel_Rarely,Sales,Sales Representative,8,4,Human Resources,4,Male,3,2,Married,9544,2,No,21,3,1,2,4,2,0,0,0
1879,41,No,Travel_Frequently,Sales,Sales Executive,6,2,Life Sciences,4,Female,5,3,Divorced,13439,3,Yes,13,3,1,9,2,3,5,5,5
1880,39,No,Travel_Rarely,Research & Development,Research Scientist,16,5,Human Resources,4,Female,2,4,Divorced,5775,0,No,12,4,0,4,4,3,3,1,2
1881,31,No,Travel_Rarely,Research & Development,Manufacturing Director,16,2,Technical Degree,3,Female,3,3,Married,9173,2,Yes,19,3,0,13,2,4,3,0,0
1882,27,Yes,Non-Travel,Sales,Manager,21,4,Technical Degree,2,Female,3,2,Married,8734,2,Yes,15,3,0,2,2,3,0,0,0
1883,31,No,Travel_Rarely,Research & Development,Research Scientist,13,1,Life Sciences,2,Male,3,1,Married,7599,9,No,23,3,1,8,3,2,2,1,2
1884,24,Yes,Travel_Rarely,Sales,Manager,4,3,Human Resources,3,Male,3,1,Married,7851,1,No,11,3,2,1,6,2,1,1,0
1885,41,Yes,Travel_Rarely,Sales,Sales Executive,3,4,Medical,1,Female,4,1,Divorced,10635,2,No,13,4,0,14,2,2,4,0,0
1886,30,No,Travel_Rarely,Research & Development,Laboratory Technician,11,5,Technical Degree,2,Female,2,1,Married,6665,1,No,15,3,0,4,2,1,1,1,0
1887,24,No,Travel_Rarely,Research & Development,Manager,10,2,Marketing,2,Male,2,1,Married,7926,3,No,11,3,2,2,3,3,2,0,1
1888,42,No,Travel_Rarely,Sales,Sales Representative,7,5,Technical Degree,3,Female,2,3,Single,5431,4,No,18,3,0,24,2,2,24,0,1
1889,29,No,Travel_Frequently,Research & Development,Manager,5,1,Other,4,Male,3,4,Single,12175,1,No,15,3,0,9,0,3,7,3,2
1890,30,No,Travel_Frequently,Research & Development,Research Scientist,3,4,Marketing,3,Male,5,4,Married,10843,0,No,15,4,1,7,2,3,5,1,5
1891,21,No,Travel_Rarely,Research & Development,Research Scientist,1,2,Life Sciences,3,Male,1,2,Divorced,7593,2,No,16,4,0,3,3,3,3,0,2
1892,21,No,Travel_Rarely,Research & Development,Manufacturing Director,5,4,Other,4,Female,2,4,Divorced,3881,4,No,11,3,0,3,3,3,3,0,3
1893,22,No,Travel_Frequently,Research & Development,Laboratory Technician,2,5,Other,4,Female,2,2,Married,7076,7,No,20,3,1,1,5,3,1,1,1
1894,36,No,Travel_Rarely,Sales,Manager,1,3,Medical,1,Male,4,4,Single,7455,1,No,13,3,1,13,0,3,11,2,6
1895,22,No,Non-Travel,Research & Development,Laboratory Technician,26,4,Life Sciences,1,Male,2,3,Married,5690,2,No,19,4,2,2,2,2,0,0,0
1896,26,No,Travel_Rarely,Sales,Sales Representative,11,4,Technical Degree,3,Male,1,3,Single,3990,4,Yes,13,3,0,8,4,2,5,0,1
1897,36,No,Travel_Rarely,Research & Development,Healthcare Representative,1,3,Life Sciences,3,Female,1,2,Single,5050,4,No,11,4,0,0,2,4,0,0,0
1898,50,No,Travel_Rarely,Research & Development,Healthcare Representative,24,3,Marketing,2,Male,3,2,Married,7529,2,No,18,3,0,8,2,3,5,0,2
1899,42,No,Travel_Rarely,Sales,Sales Executive,29,3,Technical Degree,1,Male,1,4,Married,5874,3,No,16,3,2,8,3,3,5,0,0
1900,22,Yes,Travel_Rarely,Research & Development,Manager,16,3,Medical,4,Male,3,2,Single,7197,4,Yes,12,4,1,4,2,4,4,4,2
1901,47,No,Travel_Rarely,Sales,Manager,1,3,Marketing,1,Male,1,4,Divorced,6145,2,No,13,3,1,7,2,2,5,3,0
1902,34,No,Travel_Rarely,Sales,Sales Executive,1,2,Other,1,Male,5,4,Married,13636,5,Yes,12,3,1,1,5,2,1,0,1
1903,45,No,Travel_Rarely,Research & Development,Healthcare Representative,1,5,Life Sciences,2,Female,3,2,Divorced,10022,6,No,11,3,0,3,4,3,3,0,3
1904,42,No,Travel_Rarely,Research & Development,Healthcare Representative,4,1,Human Resources,4,Male,3,3,Married,9975,7,No,20,3,0,0,3,2,0,0,0
1905,25,Yes,Travel_Rarely,Research & Development,Research Scientist,7,4,Human Resources,4,Male,1,4,Single,5539,0,No,17,4,0,7,1,4,2,2,2
1906,41,No,Travel_Rarely,Research & Development,Healthcare Representative,3,5,Marketing,4,Male,4,2,Divorced,9736,0,No,20,3,2,5,2,2,4,1,2
1907,38,No,Non-Travel,Sales,Sales Representative,1,2,Technical Degree,2,Male,3,4,Single,7516,1,No,18,3,0,7,4,3,7,3,1
1908,41,No,Travel_Rarely,Research & Development,Manager,1,4,Medical,2,Male,3,3,Single,7357,3,No,21,4,2,19,2,3,10,1,2
1909,28,No,Travel_Rarely,Research & Development,Healthcare Representative,10,3,Other,4,Female,2,2,Single,4520,1,No,18,3,1,2,3,2,0,0,0
